basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4532005,ca.proc.d.2012-06-14.14559.1506,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4532006,ca.proc.d.2012-06-14.14559.1507,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4532007,ca.proc.d.2012-06-14.14559.1508,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: ",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4532008,ca.proc.d.2012-06-14.14559.1509,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"The House divided on Motion No. 481, which was negatived on the following division:)
Vote #357",,,,
4532009,ca.proc.d.2012-06-14.14559.1510,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 481 defeated. I therefore declare Motions Nos. 482 and 483 defeated as well.
The next question is on Motion No. 484. A vote on this motion also applies to Motions Nos. 485 to 504.
A negative vote on Motion No. 484 necessitates the question being put on Motion No. 505.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4532010,ca.proc.d.2012-06-14.14559.1511,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 484, which was negatived on the following division:)
Vote #358",,,,
4532011,ca.proc.d.2012-06-14.14559.1512,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,I declare Motion No. 484 defeated. I therefore declare Motions Nos. 485 to 504 defeated.,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4532012,ca.proc.d.2012-06-14.14559.1513,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The question is on Motion No. 505. Is it the pleasure of the House to adopt the motion? ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532013,ca.proc.d.2012-06-14.14559.1514,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4532014,ca.proc.d.2012-06-14.14559.1515,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532015,ca.proc.d.2012-06-14.14559.1516,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4532016,ca.proc.d.2012-06-14.14559.1517,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532017,ca.proc.d.2012-06-14.14559.1518,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
4532018,ca.proc.d.2012-06-14.14559.1519,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen: ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532019,ca.proc.d.2012-06-14.14559.1520,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 505, which was negatived on the following division:)
Vote #359",,,,
4532020,ca.proc.d.2012-06-14.14559.1521,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 505 defeated.
The next question is on Motion No. 506. A vote on this motion also applies to Motions Nos. 507 to 516. A negative vote on Motion No. 506 requires the question to be put on Motion No. 517.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532021,ca.proc.d.2012-06-14.14559.1522,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 506, which was negatived on the following division:)
Vote #360",,,,
4532022,ca.proc.d.2012-06-14.14559.1523,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 506 defeated. I therefore declare Motions Nos. 507 to 516 defeated. 
The hon. member for Gaspésie—Îles-de-la-Madeleine on a point of order.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532023,ca.proc.d.2012-06-14.14559.1524,2012-06-14,288315ef-2fe8-48ad-8ae0-833ac097bac0,3658,Mr. Philip Toone,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, I would ask that you check with the member for Palliser. I believe he entered the chamber after the vote began.",New Democratic Party,Gaspésie--Îles-de-la-Madeleine,Philip Toone,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=288315ef-2fe8-48ad-8ae0-833ac097bac0&Language=E&Section=ALL
4532024,ca.proc.d.2012-06-14.14559.1525,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,I would ask the hon. member for Palliser if he came in after the vote began.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532025,ca.proc.d.2012-06-14.14559.1526,2012-06-14,30170a27-fa8a-4720-8737-66f6e558a719,602,Mr. Ray Boughen,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, I arrived late and missed part of the vote. I think the vote was counted and it should not be counted.",Conservative,Palliser,Ray Boughen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=30170a27-fa8a-4720-8737-66f6e558a719&Language=E&Section=ALL
4532026,ca.proc.d.2012-06-14.14559.1527,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Accordingly, the result of the vote will reflect that.
The next question is on Motion No. 517. Is it the pleasure of the House to adopt the motion?",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532027,ca.proc.d.2012-06-14.14559.1528,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4532028,ca.proc.d.2012-06-14.14559.1529,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532029,ca.proc.d.2012-06-14.14559.1530,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4532030,ca.proc.d.2012-06-14.14559.1531,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532031,ca.proc.d.2012-06-14.14559.1532,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4532032,ca.proc.d.2012-06-14.14559.1533,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532033,ca.proc.d.2012-06-14.14559.1534,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 517, which was negatived on the following division:)
Vote #361",,,,
4532034,ca.proc.d.2012-06-14.14559.1535,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 517 defeated.
The next question is on Motion No. 518. A vote on this motion also applies to Motions Nos. 519 and 528.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532035,ca.proc.d.2012-06-14.14559.1536,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 518, which was negatived on the following division:) 
Vote #362",,,,
4532036,ca.proc.d.2012-06-14.14559.1537,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 518 defeated. I therefore declare Motions Nos. 519 and 528 defeated.
The next question is on Motion No. 520. A vote on this motion also applies to Motions Nos. 521, 523, 525 to 527, 529 and 531. A negative vote on Motion No. 520 requires the question to be put on Motions Nos. 522, 524, 530 and 532.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532037,ca.proc.d.2012-06-14.14559.1538,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 520, which was negatived on the following division:)
Vote #363",,,,
4532038,ca.proc.d.2012-06-14.14559.1539,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 520 defeated.
On a point of order, the hon. member for Trinity—Spadina.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532039,ca.proc.d.2012-06-14.14559.1540,2012-06-14,5447e155-ea58-4c9e-b7bc-b712c698691a,416,Ms. Olivia Chow,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The member for Yellowhead came in after the vote. I am not sure he voted.,New Democratic Party,Trinity--Spadina,Olivia Chow,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5447e155-ea58-4c9e-b7bc-b712c698691a&Language=E&Section=ALL
4532040,ca.proc.d.2012-06-14.14559.1541,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"He did not vote. 
I therefore declare Motions Nos. 521, 523, 525 to 527, 529 and 531 defeated.
The question is on Motion No. 522. Is it the pleasure of the House to adopt the motion?",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532041,ca.proc.d.2012-06-14.14559.1542,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4532042,ca.proc.d.2012-06-14.14559.1543,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532043,ca.proc.d.2012-06-14.14559.1544,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4532044,ca.proc.d.2012-06-14.14559.1545,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532045,ca.proc.d.2012-06-14.14559.1546,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4532046,ca.proc.d.2012-06-14.14559.1547,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532047,ca.proc.d.2012-06-14.14559.1548,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 522, which was negatived on the following division:)
Vote #364",,,,
4532048,ca.proc.d.2012-06-14.14559.1549,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 522 defeated.
The hon. member for Bourassa on a point of order.",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532049,ca.proc.d.2012-06-14.14559.1550,2012-06-14,b68ab272-2335-4f0d-9d23-2148dd90f83c,68,Hon. Denis Coderre,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Madam Speaker, it is 12:50 p.m., and we are already through 50% of the votes. I would seek the unanimous consent of the House to propose a motion, seconded by the hon. member for Ottawa—Vanier, to salute and thank all House of Commons staff, who are doing a fantastic job helping us get through this.",Liberal,Bourassa,Denis Coderre,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b68ab272-2335-4f0d-9d23-2148dd90f83c&Language=E&Section=ALL
4532050,ca.proc.d.2012-06-14.14559.1551,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Hear, hear!",,,Some hon. members,
4532051,ca.proc.d.2012-06-14.14559.1552,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I believe there was unanimous consent.
The next question is on Motion No. 524. Is it the pleasure of the House to adopt the motion? ",New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532052,ca.proc.d.2012-06-14.14559.1553,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4532053,ca.proc.d.2012-06-14.14559.1554,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4532054,ca.proc.d.2012-06-14.14559.1555,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
